age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,was_previously_contacted,age_group,campaign_group,job_group,cluster,pca1,pca2
39,unemployed,married,professional.course,no,yes,no,telephone,jun,fri,136,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,6+,not_working,1,1.6584208153181401,-1.4691813468657888
31,services,married,high.school,no,yes,no,telephone,jun,fri,303,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,1.742685443068708,-0.14614204611588946
30,services,divorced,basic.9y,no,no,no,telephone,jun,fri,158,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,1.7456646266308005,0.35266066673837393
34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,651,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,blue_collar,0,2.041627934073084,-1.002192189494791
39,technician,married,professional.course,no,yes,no,telephone,jun,fri,118,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,2,blue_collar,1,1.884758566686299,-0.9208757967301574
41,unemployed,married,unknown,no,no,no,telephone,jun,fri,280,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,not_working,1,1.6063276800779795,-1.7512522999904512
41,technician,married,university.degree,no,no,yes,telephone,jun,fri,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,blue_collar,1,1.737806266272153,-0.05057329817563746
29,admin.,married,university.degree,no,no,no,telephone,jun,fri,39,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,4-5,white_collar,1,1.7504962103111554,0.9823453423162725
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,fri,82,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,2,white_collar,1,1.8952605388746813,-0.8588720161861033
36,admin.,married,high.school,no,no,no,telephone,jun,fri,355,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,white_collar,1,1.878757037620119,0.24497277594981184
43,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,151,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,6+,blue_collar,1,2.110246759754688,-1.1004489778876076
31,technician,married,university.degree,no,yes,no,telephone,jun,fri,59,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,3,blue_collar,1,1.68173112269994,0.33512511445374704
35,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,1.8696525096525123,-0.7657630822760649
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,190,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,4-5,blue_collar,1,2.054767921311838,-1.0177473988227848
45,technician,married,professional.course,unknown,no,no,telephone,jun,fri,124,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,blue_collar,1,2.061673960529946,-1.1582725877633302
33,admin.,single,university.degree,no,yes,no,telephone,jun,fri,342,10,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,6+,white_collar,1,1.3166636516981836,3.1500576063479455
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,72,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,blue_collar,1,2.0934664110064864,-1.0889877180039444
42,services,single,high.school,no,no,no,telephone,jun,fri,207,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,blue_collar,1,1.398575658064383,1.6486164619300308
41,technician,divorced,basic.4y,no,yes,no,telephone,jun,fri,128,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,2,blue_collar,1,1.5640393714185248,0.3122941694309992
43,management,married,high.school,no,yes,yes,telephone,jun,fri,304,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,2,white_collar,1,1.696731836093196,0.015748026860739932
40,blue-collar,married,high.school,no,no,no,telephone,jun,fri,42,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,2,blue_collar,1,1.890059472556626,-0.5152152174874689
40,technician,married,basic.9y,no,no,no,telephone,jun,fri,27,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,blue_collar,1,2.1305608038791086,-1.0348676948925843
39,blue-collar,single,basic.4y,no,no,yes,telephone,jun,fri,396,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,blue_collar,1,1.4228905355440828,1.6335753613127095
42,admin.,single,university.degree,no,yes,no,telephone,jun,fri,520,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,white_collar,1,1.064555930106721,2.6936610873413787
38,admin.,single,university.degree,unknown,yes,no,telephone,jun,fri,188,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,6+,white_collar,1,1.21293350159721,2.9101411797868195
32,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,93,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,2.0186068755493976,-0.7553259549800738
43,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,70,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,white_collar,1,1.4971072823966363,1.4545392617205146
38,technician,married,professional.course,no,yes,no,telephone,jun,fri,95,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,blue_collar,1,1.9627238666899902,-0.8514139291209601
34,technician,single,professional.course,no,no,no,telephone,jun,fri,392,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,1.3984827392846892,1.4636498801364584
44,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,25,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,6+,white_collar,1,1.5101111168863919,1.4818561804503745
48,self-employed,married,basic.9y,unknown,no,no,telephone,jun,fri,246,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,4-5,white_collar,1,2.082834725781824,-0.7707015338132548
34,technician,married,university.degree,no,no,no,telephone,jun,fri,94,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,1.765575159506109,0.18337917026546904
35,technician,married,basic.9y,no,yes,no,telephone,jun,fri,197,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,2,blue_collar,1,1.9165510171628395,-0.8515909269707713
25,blue-collar,single,high.school,no,yes,no,telephone,jun,fri,446,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,18-25,3,blue_collar,1,1.1801186073778225,2.312573217711957
51,self-employed,married,university.degree,unknown,no,no,telephone,jun,fri,145,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,2,white_collar,1,1.7518377097348443,0.09854172382309097
31,entrepreneur,married,high.school,no,yes,no,telephone,jun,fri,100,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,3,white_collar,1,1.7056181580349186,0.44359138836946177
29,technician,married,university.degree,no,no,yes,telephone,jun,fri,252,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,4-5,blue_collar,1,1.815100816564,0.46079037868015066
27,self-employed,single,university.degree,no,no,yes,telephone,jun,fri,100,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,4-5,white_collar,1,1.1488309386109739,3.3234426735435822
55,admin.,married,basic.4y,unknown,no,no,telephone,jun,fri,1469,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0,46-55,6+,white_collar,1,2.2038433503530035,-0.5993156580272241
47,retired,married,basic.4y,unknown,no,yes,telephone,jun,fri,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,3,not_working,1,1.6031890198594267,-1.5123691878691636
27,technician,single,professional.course,no,no,no,telephone,jun,fri,112,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,4-5,blue_collar,1,1.4946598608687696,1.7811226639246305
41,housemaid,married,university.degree,unknown,no,no,telephone,jun,fri,235,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,blue_collar,1,1.8328816664463048,-0.07272623553135536
54,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,28,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,6+,blue_collar,1,2.155392306866208,-1.180954602894726
54,admin.,married,unknown,unknown,no,no,telephone,jun,fri,34,16,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,6+,white_collar,1,2.4986273458692585,-0.8718601253798752
32,admin.,single,university.degree,no,unknown,unknown,telephone,jun,fri,121,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,4-5,white_collar,3,1.398596325361852,2.6819428663018643
29,technician,married,professional.course,no,no,no,telephone,jun,fri,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,blue_collar,1,1.9195079181326613,-0.5685054189426353
42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,61,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,blue_collar,1,2.0155011110027954,-1.1584495856131418
32,technician,married,basic.9y,no,no,no,telephone,jun,fri,82,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,blue_collar,1,1.9777359684183284,-0.7706677994779109
47,technician,single,professional.course,unknown,no,no,telephone,jun,fri,61,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,1,blue_collar,1,1.4067065175134272,0.9441917136628212
25,housemaid,married,basic.9y,no,no,no,telephone,jun,fri,152,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,18-25,1,blue_collar,1,1.9513003686092019,-0.4992205491832496
40,admin.,married,university.degree,no,yes,no,telephone,jun,fri,606,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,white_collar,1,1.7195233731232398,0.5911967859152276
34,technician,married,university.degree,no,no,no,telephone,jun,fri,288,12,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,6+,blue_collar,1,2.174284230816798,0.33679761524383967
33,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,blue_collar,1,1.8681270815148772,-0.7893764142415622
40,services,divorced,high.school,no,yes,no,telephone,jun,fri,685,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0,36-45,3,blue_collar,1,1.5521557581240935,0.5506264553516419
37,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,white_collar,1,1.9186803475457035,-0.3901671025580122
37,unemployed,married,professional.course,no,no,no,telephone,jun,fri,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,not_working,1,1.5598986523077998,-1.4884037759777997
52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,1,blue_collar,1,1.830099341532073,-1.1600379043069933
39,management,married,university.degree,no,yes,no,telephone,jun,fri,23,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,white_collar,1,1.5522632303405173,0.5686075865374025
43,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,fri,222,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,2,blue_collar,1,1.7814257260785935,-0.09861902888603392
39,admin.,single,university.degree,unknown,no,no,telephone,jun,fri,122,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,white_collar,1,1.2483536027554167,2.82060974832775
30,admin.,married,university.degree,no,no,no,telephone,jun,fri,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,white_collar,1,1.6316600031763953,0.8975416302092384
35,services,married,professional.course,unknown,no,no,telephone,jun,fri,103,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,blue_collar,1,1.9421670036833414,-0.8011744906237737
39,management,married,university.degree,no,yes,yes,telephone,jun,fri,383,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,white_collar,1,1.5389296444285034,0.6214442128887946
38,technician,single,professional.course,unknown,yes,no,telephone,jun,fri,111,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,4-5,blue_collar,1,1.422816116549785,1.3746322630257488
42,services,married,high.school,no,yes,yes,telephone,jun,fri,26,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,blue_collar,1,1.7300226068685385,-0.5352072290110884
42,services,married,high.school,no,yes,no,telephone,jun,fri,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,blue_collar,1,1.7433561927805523,-0.5880438553624805
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,1,blue_collar,1,1.8263228272736263,-1.1212597256934702
36,blue-collar,single,high.school,no,yes,no,telephone,jun,fri,61,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,blue_collar,1,1.139918449958598,1.8553295639675298
42,self-employed,married,university.degree,no,yes,no,telephone,jun,fri,59,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,3,white_collar,1,1.6453345873779952,0.4829567396925074
58,retired,married,basic.9y,no,no,no,telephone,jun,fri,33,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,56-65,2,not_working,1,1.7269748663765763,-2.373231527058655
38,services,married,basic.9y,no,no,no,telephone,jun,fri,31,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,blue_collar,1,2.0003950539690085,-1.0033368711590493
25,admin.,married,university.degree,no,yes,no,telephone,jun,fri,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,18-25,1,white_collar,1,1.499392030722264,1.1115020871267256
32,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,fri,19,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,1,not_working,1,1.199410271318885,0.06905006682941014
49,admin.,single,high.school,no,yes,no,telephone,jun,fri,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,1,white_collar,1,1.1110749431535465,1.925604831979244
46,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,fri,243,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,46-55,6+,white_collar,1,2.15099591114781,-0.5612917983979909
42,entrepreneur,single,university.degree,no,yes,no,telephone,jun,fri,491,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,36-45,1,white_collar,1,0.9828141158445828,2.6629773983457046
59,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,56-65,1,blue_collar,0,2.0226553893723525,-1.9515770909829964
32,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,1291,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,26-35,3,blue_collar,1,1.6855076369583868,0.296346935840224
29,self-employed,single,university.degree,no,no,no,telephone,jun,mon,221,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,6+,white_collar,1,1.4131357560336926,3.2847797398416536
45,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,214,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.911638012823635,-1.2550355747143513
32,housemaid,single,basic.4y,no,yes,yes,telephone,jun,mon,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.1586495733872488,1.8787456248532193
26,services,single,high.school,no,no,yes,telephone,jun,mon,74,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.200397882831413,2.2755573954937676
47,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,82,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,2,white_collar,1,1.6215390117465573,0.27340298501654264
29,admin.,single,university.degree,no,yes,no,telephone,jun,mon,164,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,2,white_collar,1,0.9727830978232427,3.1821145477088293
26,services,single,high.school,no,yes,no,telephone,jun,mon,256,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.1003460675815289,2.2427903329922474
46,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,86,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,2,blue_collar,1,1.9598893244817575,-0.9324175690884022
48,technician,married,professional.course,no,yes,no,telephone,jun,mon,358,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,3,blue_collar,1,1.9578108623507857,-1.2548585768645402
48,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,349,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,2,blue_collar,1,1.967442352998651,-1.0099739263154481
33,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon,107,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,3,white_collar,1,1.8701234638195545,-0.18462215236888654
31,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,238,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.8454332272933676,-0.6593044477736365
34,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.8231978484703943,-0.7426477652708914
25,services,single,high.school,unknown,no,no,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,18-25,1,blue_collar,1,1.2099549544849804,2.261498947755898
32,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.975928728625726,-0.7709888165884233
54,blue-collar,unknown,basic.6y,unknown,no,no,telephone,jun,mon,832,18,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,6+,blue_collar,0,2.347484470498944,-0.38813559664898817
52,self-employed,married,university.degree,unknown,yes,yes,telephone,jun,mon,106,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,1,white_collar,1,1.586217089995708,0.11700687380248219
45,housemaid,single,basic.9y,no,yes,no,telephone,jun,mon,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.3308593555523607,0.9556687729345201
36,self-employed,married,university.degree,no,yes,no,telephone,jun,mon,529,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,white_collar,1,1.5391264477725748,0.6846211052674595
38,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,464,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,white_collar,1,1.2812902558877646,1.6374950125318155
34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,61,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,0,2.0398206942804817,-1.0025132066053033
38,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.1946422448499427,1.593239926820689
39,services,single,high.school,unknown,yes,no,telephone,jun,mon,332,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.1494407529413357,1.7386740110164483
51,services,married,high.school,unknown,yes,no,telephone,jun,mon,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,1,blue_collar,1,1.7755375813139702,-0.9373684799947003
60,unknown,married,university.degree,no,yes,no,telephone,jun,mon,112,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,56-65,1,unknown,4,1.9279430951766159,-1.510881281432651
29,blue-collar,married,high.school,no,no,no,telephone,jun,mon,181,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.8058396687900413,-0.10431811434706455
50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,1,blue_collar,1,1.463127328006492,0.7417083160170328
37,technician,married,basic.9y,no,no,no,telephone,jun,mon,226,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.9948112999179595,-0.9648797096560386
51,entrepreneur,divorced,university.degree,unknown,no,no,telephone,jun,mon,60,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,2,white_collar,1,1.4846412495405383,1.1286509712039807
48,technician,married,professional.course,no,yes,no,telephone,jun,mon,85,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,1,blue_collar,1,1.8760690480886477,-1.2855422658602143
39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,202,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,2,blue_collar,1,1.9334537246726307,-0.6609703187937408
37,admin.,single,university.degree,no,yes,no,telephone,jun,mon,540,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,white_collar,1,0.9621243047597471,2.8565472743028075
36,technician,married,university.degree,no,yes,no,telephone,jun,mon,196,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.617064639937433,0.1102295152799452
40,services,married,basic.6y,unknown,yes,no,telephone,jun,mon,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,0,1.9490943786692636,-1.21511271443657
47,management,married,basic.4y,no,no,yes,telephone,jun,mon,74,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,2,white_collar,1,1.872394060663332,-0.34396753136301883
44,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,299,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,4-5,blue_collar,1,1.920692709065104,-0.8041079590158102
36,blue-collar,single,high.school,no,unknown,unknown,telephone,jun,mon,311,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,2,blue_collar,3,1.5099167480055937,1.4555085396822725
26,technician,married,basic.6y,no,no,no,telephone,jun,mon,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,0,2.009608580212908,-0.692287777697119
33,admin.,married,university.degree,no,no,yes,telephone,jun,mon,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,white_collar,1,1.627848720247119,0.8337227036095489
52,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,mon,65,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,1,blue_collar,1,1.8282921017394707,-1.1603589214175056
40,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,65,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,3,2.223690072239931,-1.475986533319318
41,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,157,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,2,blue_collar,1,1.9374028629209172,-1.084581015762422
45,admin.,married,university.degree,no,yes,no,telephone,jun,mon,216,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,4-5,white_collar,1,1.7365987046228708,0.39698487573709995
30,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.7029864797071292,0.3369978051300243
33,technician,married,professional.course,no,no,no,telephone,jun,mon,220,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,4-5,blue_collar,1,2.0554194567670527,-0.6779136170137289
39,admin.,single,unknown,no,no,yes,telephone,jun,mon,152,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,2,white_collar,1,1.2738674491817032,1.7582466877430032
33,management,married,university.degree,no,no,no,telephone,jun,mon,140,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,white_collar,1,1.6411823061591329,0.7808860772581568
31,blue-collar,single,unknown,no,yes,no,telephone,jun,mon,400,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,blue_collar,1,1.180670804898035,1.4459716196643164
42,technician,divorced,basic.9y,no,yes,no,telephone,jun,mon,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,blue_collar,1,1.6349192496465912,-0.10827077438238064
35,entrepreneur,divorced,high.school,no,yes,no,telephone,jun,mon,77,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,26-35,1,white_collar,1,1.3717859406122614,1.2879042323005854
56,retired,married,basic.6y,no,unknown,unknown,telephone,jun,mon,356,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,56-65,4-5,not_working,3,2.1141154861447804,-2.798710974061154
52,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,117,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,46-55,2,blue_collar,3,2.30987915047236,-1.9259828321837578
29,admin.,single,university.degree,no,no,no,telephone,jun,mon,1055,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,26-35,6+,white_collar,1,1.4131357560336926,3.2847797398416536
56,retired,married,basic.4y,no,yes,no,telephone,jun,mon,772,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,56-65,1,not_working,1,1.4535767788808225,-1.9251445639985783
38,admin.,married,basic.9y,unknown,yes,no,telephone,jun,mon,306,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,36-45,1,white_collar,1,1.8072642208496499,-0.4091967344321759
60,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,56-65,1,blue_collar,1,1.9213872191900079,-1.750880409222491
